top_left,top_right,bottom_left,solution
puzzle_385_tl,puzzle_385_tr,puzzle_385_bl,green_rhombus
puzzle_386_tl,puzzle_386_tr,puzzle_386_bl,yellow_circle
puzzle_387_tl,puzzle_387_tr,puzzle_387_bl,red_square
puzzle_388_tl,puzzle_388_tr,puzzle_388_bl,red_circle
puzzle_389_tl,puzzle_389_tr,puzzle_389_bl,red_triangle
puzzle_390_tl,puzzle_390_tr,puzzle_390_bl,yellow_circle
puzzle_391_tl,puzzle_391_tr,puzzle_391_bl,yellow_square
puzzle_392_tl,puzzle_392_tr,puzzle_392_bl,blue_rhombus
puzzle_393_tl,puzzle_393_tr,puzzle_393_bl,red_rhombus
puzzle_394_tl,puzzle_394_tr,puzzle_394_bl,green_square
puzzle_395_tl,puzzle_395_tr,puzzle_395_bl,yellow_rhombus
puzzle_396_tl,puzzle_396_tr,puzzle_396_bl,green_square
puzzle_397_tl,puzzle_397_tr,puzzle_397_bl,blue_square
puzzle_398_tl,puzzle_398_tr,puzzle_398_bl,yellow_circle
puzzle_399_tl,puzzle_399_tr,puzzle_399_bl,red_square
puzzle_400_tl,puzzle_400_tr,puzzle_400_bl,blue_triangle
puzzle_401_tl,puzzle_401_tr,puzzle_401_bl,red_rhombus
puzzle_402_tl,puzzle_402_tr,puzzle_402_bl,blue_rhombus
puzzle_403_tl,puzzle_403_tr,puzzle_403_bl,yellow_circle
puzzle_404_tl,puzzle_404_tr,puzzle_404_bl,yellow_triangle
puzzle_405_tl,puzzle_405_tr,puzzle_405_bl,red_circle
puzzle_406_tl,puzzle_406_tr,puzzle_406_bl,blue_triangle
puzzle_407_tl,puzzle_407_tr,puzzle_407_bl,blue_rhombus
puzzle_408_tl,puzzle_408_tr,puzzle_408_bl,blue_circle
puzzle_409_tl,puzzle_409_tr,puzzle_409_bl,green_square
puzzle_410_tl,puzzle_410_tr,puzzle_410_bl,red_circle
puzzle_411_tl,puzzle_411_tr,puzzle_411_bl,red_rhombus
puzzle_412_tl,puzzle_412_tr,puzzle_412_bl,yellow_rhombus
puzzle_413_tl,puzzle_413_tr,puzzle_413_bl,green_rhombus
puzzle_414_tl,puzzle_414_tr,puzzle_414_bl,red_square
puzzle_415_tl,puzzle_415_tr,puzzle_415_bl,blue_triangle
puzzle_416_tl,puzzle_416_tr,puzzle_416_bl,red_rhombus
puzzle_417_tl,puzzle_417_tr,puzzle_417_bl,yellow_triangle
puzzle_418_tl,puzzle_418_tr,puzzle_418_bl,red_triangle
puzzle_419_tl,puzzle_419_tr,puzzle_419_bl,yellow_rhombus
puzzle_420_tl,puzzle_420_tr,puzzle_420_bl,yellow_triangle
puzzle_421_tl,puzzle_421_tr,puzzle_421_bl,green_square
puzzle_422_tl,puzzle_422_tr,puzzle_422_bl,green_triangle
puzzle_423_tl,puzzle_423_tr,puzzle_423_bl,blue_triangle
puzzle_424_tl,puzzle_424_tr,puzzle_424_bl,red_circle
puzzle_425_tl,puzzle_425_tr,puzzle_425_bl,green_circle
puzzle_426_tl,puzzle_426_tr,puzzle_426_bl,yellow_rhombus
puzzle_427_tl,puzzle_427_tr,puzzle_427_bl,blue_square
puzzle_428_tl,puzzle_428_tr,puzzle_428_bl,green_rhombus
puzzle_429_tl,puzzle_429_tr,puzzle_429_bl,green_rhombus
puzzle_430_tl,puzzle_430_tr,puzzle_430_bl,blue_circle
puzzle_431_tl,puzzle_431_tr,puzzle_431_bl,red_square
puzzle_432_tl,puzzle_432_tr,puzzle_432_bl,blue_square
puzzle_433_tl,puzzle_433_tr,puzzle_433_bl,red_rhombus
puzzle_434_tl,puzzle_434_tr,puzzle_434_bl,blue_circle
puzzle_435_tl,puzzle_435_tr,puzzle_435_bl,blue_rhombus
puzzle_436_tl,puzzle_436_tr,puzzle_436_bl,yellow_square
puzzle_437_tl,puzzle_437_tr,puzzle_437_bl,green_square
puzzle_438_tl,puzzle_438_tr,puzzle_438_bl,green_rhombus
puzzle_439_tl,puzzle_439_tr,puzzle_439_bl,green_square
puzzle_440_tl,puzzle_440_tr,puzzle_440_bl,yellow_triangle
puzzle_441_tl,puzzle_441_tr,puzzle_441_bl,green_square
puzzle_442_tl,puzzle_442_tr,puzzle_442_bl,green_square
puzzle_443_tl,puzzle_443_tr,puzzle_443_bl,yellow_square
puzzle_444_tl,puzzle_444_tr,puzzle_444_bl,red_triangle
puzzle_445_tl,puzzle_445_tr,puzzle_445_bl,yellow_rhombus
puzzle_446_tl,puzzle_446_tr,puzzle_446_bl,blue_triangle
puzzle_447_tl,puzzle_447_tr,puzzle_447_bl,yellow_triangle
puzzle_448_tl,puzzle_448_tr,puzzle_448_bl,blue_circle
puzzle_449_tl,puzzle_449_tr,puzzle_449_bl,blue_circle
puzzle_450_tl,puzzle_450_tr,puzzle_450_bl,green_triangle
puzzle_451_tl,puzzle_451_tr,puzzle_451_bl,red_circle
puzzle_452_tl,puzzle_452_tr,puzzle_452_bl,yellow_rhombus
puzzle_453_tl,puzzle_453_tr,puzzle_453_bl,green_triangle
puzzle_454_tl,puzzle_454_tr,puzzle_454_bl,blue_rhombus
puzzle_455_tl,puzzle_455_tr,puzzle_455_bl,green_rhombus
puzzle_456_tl,puzzle_456_tr,puzzle_456_bl,yellow_rhombus
puzzle_457_tl,puzzle_457_tr,puzzle_457_bl,yellow_circle
puzzle_458_tl,puzzle_458_tr,puzzle_458_bl,blue_square
puzzle_459_tl,puzzle_459_tr,puzzle_459_bl,blue_circle
puzzle_460_tl,puzzle_460_tr,puzzle_460_bl,blue_triangle
puzzle_461_tl,puzzle_461_tr,puzzle_461_bl,green_circle
puzzle_462_tl,puzzle_462_tr,puzzle_462_bl,green_rhombus
puzzle_463_tl,puzzle_463_tr,puzzle_463_bl,green_rhombus
puzzle_464_tl,puzzle_464_tr,puzzle_464_bl,blue_rhombus
puzzle_465_tl,puzzle_465_tr,puzzle_465_bl,blue_circle
puzzle_466_tl,puzzle_466_tr,puzzle_466_bl,red_circle
puzzle_467_tl,puzzle_467_tr,puzzle_467_bl,yellow_circle
puzzle_468_tl,puzzle_468_tr,puzzle_468_bl,red_square
puzzle_469_tl,puzzle_469_tr,puzzle_469_bl,yellow_triangle
puzzle_470_tl,puzzle_470_tr,puzzle_470_bl,yellow_circle
puzzle_471_tl,puzzle_471_tr,puzzle_471_bl,red_rhombus
puzzle_472_tl,puzzle_472_tr,puzzle_472_bl,green_square
puzzle_473_tl,puzzle_473_tr,puzzle_473_bl,red_circle
puzzle_474_tl,puzzle_474_tr,puzzle_474_bl,green_square
puzzle_475_tl,puzzle_475_tr,puzzle_475_bl,red_triangle
puzzle_476_tl,puzzle_476_tr,puzzle_476_bl,blue_triangle
puzzle_477_tl,puzzle_477_tr,puzzle_477_bl,green_square
puzzle_478_tl,puzzle_478_tr,puzzle_478_bl,blue_rhombus
puzzle_479_tl,puzzle_479_tr,puzzle_479_bl,red_triangle
puzzle_480_tl,puzzle_480_tr,puzzle_480_bl,green_triangle
puzzle_481_tl,puzzle_481_tr,puzzle_481_bl,red_rhombus
puzzle_482_tl,puzzle_482_tr,puzzle_482_bl,blue_rhombus
puzzle_483_tl,puzzle_483_tr,puzzle_483_bl,red_circle
puzzle_484_tl,puzzle_484_tr,puzzle_484_bl,yellow_rhombus
puzzle_485_tl,puzzle_485_tr,puzzle_485_bl,blue_circle
puzzle_486_tl,puzzle_486_tr,puzzle_486_bl,red_rhombus
puzzle_487_tl,puzzle_487_tr,puzzle_487_bl,yellow_circle
puzzle_488_tl,puzzle_488_tr,puzzle_488_bl,red_square
puzzle_489_tl,puzzle_489_tr,puzzle_489_bl,blue_circle
puzzle_490_tl,puzzle_490_tr,puzzle_490_bl,yellow_triangle
puzzle_491_tl,puzzle_491_tr,puzzle_491_bl,yellow_rhombus
puzzle_492_tl,puzzle_492_tr,puzzle_492_bl,green_square
puzzle_493_tl,puzzle_493_tr,puzzle_493_bl,blue_square
puzzle_494_tl,puzzle_494_tr,puzzle_494_bl,red_rhombus
puzzle_495_tl,puzzle_495_tr,puzzle_495_bl,green_triangle
puzzle_496_tl,puzzle_496_tr,puzzle_496_bl,green_square
puzzle_497_tl,puzzle_497_tr,puzzle_497_bl,red_circle
puzzle_498_tl,puzzle_498_tr,puzzle_498_bl,blue_triangle
puzzle_499_tl,puzzle_499_tr,puzzle_499_bl,red_triangle
puzzle_500_tl,puzzle_500_tr,puzzle_500_bl,yellow_square
puzzle_501_tl,puzzle_501_tr,puzzle_501_bl,yellow_rhombus
puzzle_502_tl,puzzle_502_tr,puzzle_502_bl,blue_square
puzzle_503_tl,puzzle_503_tr,puzzle_503_bl,green_square
puzzle_504_tl,puzzle_504_tr,puzzle_504_bl,yellow_square
puzzle_505_tl,puzzle_505_tr,puzzle_505_bl,red_triangle
puzzle_506_tl,puzzle_506_tr,puzzle_506_bl,green_circle
puzzle_507_tl,puzzle_507_tr,puzzle_507_bl,green_triangle
puzzle_508_tl,puzzle_508_tr,puzzle_508_bl,red_triangle
puzzle_509_tl,puzzle_509_tr,puzzle_509_bl,blue_rhombus
puzzle_510_tl,puzzle_510_tr,puzzle_510_bl,yellow_square
puzzle_511_tl,puzzle_511_tr,puzzle_511_bl,red_triangle
puzzle_512_tl,puzzle_512_tr,puzzle_512_bl,red_rhombus
puzzle_513_tl,puzzle_513_tr,puzzle_513_bl,green_triangle
puzzle_514_tl,puzzle_514_tr,puzzle_514_bl,yellow_rhombus
puzzle_515_tl,puzzle_515_tr,puzzle_515_bl,yellow_rhombus
puzzle_516_tl,puzzle_516_tr,puzzle_516_bl,yellow_circle
puzzle_517_tl,puzzle_517_tr,puzzle_517_bl,yellow_square
puzzle_518_tl,puzzle_518_tr,puzzle_518_bl,green_triangle
puzzle_519_tl,puzzle_519_tr,puzzle_519_bl,blue_square
puzzle_520_tl,puzzle_520_tr,puzzle_520_bl,red_rhombus
puzzle_521_tl,puzzle_521_tr,puzzle_521_bl,blue_circle
puzzle_522_tl,puzzle_522_tr,puzzle_522_bl,red_triangle
puzzle_523_tl,puzzle_523_tr,puzzle_523_bl,blue_square
puzzle_524_tl,puzzle_524_tr,puzzle_524_bl,red_circle
puzzle_525_tl,puzzle_525_tr,puzzle_525_bl,blue_circle
puzzle_526_tl,puzzle_526_tr,puzzle_526_bl,green_triangle
puzzle_527_tl,puzzle_527_tr,puzzle_527_bl,red_triangle
puzzle_528_tl,puzzle_528_tr,puzzle_528_bl,blue_triangle
puzzle_529_tl,puzzle_529_tr,puzzle_529_bl,yellow_circle
puzzle_530_tl,puzzle_530_tr,puzzle_530_bl,blue_triangle
puzzle_531_tl,puzzle_531_tr,puzzle_531_bl,green_rhombus
puzzle_532_tl,puzzle_532_tr,puzzle_532_bl,blue_circle
puzzle_533_tl,puzzle_533_tr,puzzle_533_bl,green_triangle
puzzle_534_tl,puzzle_534_tr,puzzle_534_bl,red_circle
puzzle_535_tl,puzzle_535_tr,puzzle_535_bl,green_square
puzzle_536_tl,puzzle_536_tr,puzzle_536_bl,red_triangle
puzzle_537_tl,puzzle_537_tr,puzzle_537_bl,yellow_rhombus
puzzle_538_tl,puzzle_538_tr,puzzle_538_bl,green_rhombus
puzzle_539_tl,puzzle_539_tr,puzzle_539_bl,green_triangle
puzzle_540_tl,puzzle_540_tr,puzzle_540_bl,red_circle
puzzle_541_tl,puzzle_541_tr,puzzle_541_bl,yellow_rhombus
puzzle_542_tl,puzzle_542_tr,puzzle_542_bl,yellow_rhombus
puzzle_543_tl,puzzle_543_tr,puzzle_543_bl,blue_triangle
puzzle_544_tl,puzzle_544_tr,puzzle_544_bl,red_square
puzzle_545_tl,puzzle_545_tr,puzzle_545_bl,blue_square
puzzle_546_tl,puzzle_546_tr,puzzle_546_bl,green_triangle
puzzle_547_tl,puzzle_547_tr,puzzle_547_bl,yellow_square
puzzle_548_tl,puzzle_548_tr,puzzle_548_bl,yellow_triangle
puzzle_549_tl,puzzle_549_tr,puzzle_549_bl,red_circle
puzzle_550_tl,puzzle_550_tr,puzzle_550_bl,blue_square
puzzle_551_tl,puzzle_551_tr,puzzle_551_bl,red_rhombus
puzzle_552_tl,puzzle_552_tr,puzzle_552_bl,red_rhombus
puzzle_553_tl,puzzle_553_tr,puzzle_553_bl,blue_triangle
puzzle_554_tl,puzzle_554_tr,puzzle_554_bl,red_rhombus
puzzle_555_tl,puzzle_555_tr,puzzle_555_bl,yellow_circle
puzzle_556_tl,puzzle_556_tr,puzzle_556_bl,blue_circle
puzzle_557_tl,puzzle_557_tr,puzzle_557_bl,red_square
puzzle_558_tl,puzzle_558_tr,puzzle_558_bl,yellow_rhombus
puzzle_559_tl,puzzle_559_tr,puzzle_559_bl,blue_rhombus
puzzle_560_tl,puzzle_560_tr,puzzle_560_bl,green_circle
puzzle_561_tl,puzzle_561_tr,puzzle_561_bl,yellow_triangle
puzzle_562_tl,puzzle_562_tr,puzzle_562_bl,green_square
puzzle_563_tl,puzzle_563_tr,puzzle_563_bl,blue_circle
puzzle_564_tl,puzzle_564_tr,puzzle_564_bl,blue_square
puzzle_565_tl,puzzle_565_tr,puzzle_565_bl,yellow_triangle
puzzle_566_tl,puzzle_566_tr,puzzle_566_bl,yellow_triangle
puzzle_567_tl,puzzle_567_tr,puzzle_567_bl,blue_square
puzzle_568_tl,puzzle_568_tr,puzzle_568_bl,red_circle
puzzle_569_tl,puzzle_569_tr,puzzle_569_bl,green_rhombus
puzzle_570_tl,puzzle_570_tr,puzzle_570_bl,red_square
puzzle_571_tl,puzzle_571_tr,puzzle_571_bl,green_circle
puzzle_572_tl,puzzle_572_tr,puzzle_572_bl,red_circle
puzzle_573_tl,puzzle_573_tr,puzzle_573_bl,blue_square
puzzle_574_tl,puzzle_574_tr,puzzle_574_bl,red_triangle
puzzle_575_tl,puzzle_575_tr,puzzle_575_bl,yellow_circle
puzzle_576_tl,puzzle_576_tr,puzzle_576_bl,green_circle
puzzle_577_tl,puzzle_577_tr,puzzle_577_bl,blue_circle
puzzle_578_tl,puzzle_578_tr,puzzle_578_bl,green_rhombus
puzzle_579_tl,puzzle_579_tr,puzzle_579_bl,yellow_square
puzzle_580_tl,puzzle_580_tr,puzzle_580_bl,green_triangle
puzzle_581_tl,puzzle_581_tr,puzzle_581_bl,green_circle
puzzle_582_tl,puzzle_582_tr,puzzle_582_bl,blue_triangle
puzzle_583_tl,puzzle_583_tr,puzzle_583_bl,red_circle
puzzle_584_tl,puzzle_584_tr,puzzle_584_bl,green_square
puzzle_585_tl,puzzle_585_tr,puzzle_585_bl,blue_rhombus
puzzle_586_tl,puzzle_586_tr,puzzle_586_bl,green_triangle
puzzle_587_tl,puzzle_587_tr,puzzle_587_bl,blue_rhombus
puzzle_588_tl,puzzle_588_tr,puzzle_588_bl,red_square
puzzle_589_tl,puzzle_589_tr,puzzle_589_bl,green_square
puzzle_590_tl,puzzle_590_tr,puzzle_590_bl,yellow_rhombus
puzzle_591_tl,puzzle_591_tr,puzzle_591_bl,green_triangle
puzzle_592_tl,puzzle_592_tr,puzzle_592_bl,blue_circle
puzzle_593_tl,puzzle_593_tr,puzzle_593_bl,yellow_square
puzzle_594_tl,puzzle_594_tr,puzzle_594_bl,yellow_rhombus
puzzle_595_tl,puzzle_595_tr,puzzle_595_bl,yellow_square
puzzle_596_tl,puzzle_596_tr,puzzle_596_bl,yellow_triangle
puzzle_597_tl,puzzle_597_tr,puzzle_597_bl,blue_circle
puzzle_598_tl,puzzle_598_tr,puzzle_598_bl,red_rhombus
puzzle_599_tl,puzzle_599_tr,puzzle_599_bl,red_triangle
puzzle_600_tl,puzzle_600_tr,puzzle_600_bl,yellow_square
puzzle_601_tl,puzzle_601_tr,puzzle_601_bl,blue_triangle
puzzle_602_tl,puzzle_602_tr,puzzle_602_bl,green_rhombus
puzzle_603_tl,puzzle_603_tr,puzzle_603_bl,yellow_triangle
puzzle_604_tl,puzzle_604_tr,puzzle_604_bl,blue_circle
puzzle_605_tl,puzzle_605_tr,puzzle_605_bl,red_triangle
puzzle_606_tl,puzzle_606_tr,puzzle_606_bl,green_square
puzzle_607_tl,puzzle_607_tr,puzzle_607_bl,green_triangle
puzzle_608_tl,puzzle_608_tr,puzzle_608_bl,yellow_rhombus
puzzle_609_tl,puzzle_609_tr,puzzle_609_bl,blue_triangle
puzzle_610_tl,puzzle_610_tr,puzzle_610_bl,blue_square
puzzle_611_tl,puzzle_611_tr,puzzle_611_bl,yellow_triangle
puzzle_612_tl,puzzle_612_tr,puzzle_612_bl,yellow_square
puzzle_613_tl,puzzle_613_tr,puzzle_613_bl,red_square
puzzle_614_tl,puzzle_614_tr,puzzle_614_bl,yellow_triangle
puzzle_615_tl,puzzle_615_tr,puzzle_615_bl,red_rhombus
puzzle_616_tl,puzzle_616_tr,puzzle_616_bl,yellow_circle
puzzle_617_tl,puzzle_617_tr,puzzle_617_bl,red_square
puzzle_618_tl,puzzle_618_tr,puzzle_618_bl,yellow_circle
puzzle_619_tl,puzzle_619_tr,puzzle_619_bl,blue_triangle
puzzle_620_tl,puzzle_620_tr,puzzle_620_bl,green_circle
puzzle_621_tl,puzzle_621_tr,puzzle_621_bl,green_square
puzzle_622_tl,puzzle_622_tr,puzzle_622_bl,yellow_circle
puzzle_623_tl,puzzle_623_tr,puzzle_623_bl,yellow_triangle
puzzle_624_tl,puzzle_624_tr,puzzle_624_bl,red_triangle
puzzle_625_tl,puzzle_625_tr,puzzle_625_bl,green_rhombus
puzzle_626_tl,puzzle_626_tr,puzzle_626_bl,yellow_square
puzzle_627_tl,puzzle_627_tr,puzzle_627_bl,yellow_circle
puzzle_628_tl,puzzle_628_tr,puzzle_628_bl,blue_rhombus
puzzle_629_tl,puzzle_629_tr,puzzle_629_bl,blue_circle
puzzle_630_tl,puzzle_630_tr,puzzle_630_bl,green_square
puzzle_631_tl,puzzle_631_tr,puzzle_631_bl,blue_rhombus
puzzle_632_tl,puzzle_632_tr,puzzle_632_bl,blue_square
puzzle_633_tl,puzzle_633_tr,puzzle_633_bl,green_circle
puzzle_634_tl,puzzle_634_tr,puzzle_634_bl,green_circle
puzzle_635_tl,puzzle_635_tr,puzzle_635_bl,red_triangle
puzzle_636_tl,puzzle_636_tr,puzzle_636_bl,green_circle
puzzle_637_tl,puzzle_637_tr,puzzle_637_bl,blue_circle
puzzle_638_tl,puzzle_638_tr,puzzle_638_bl,green_triangle
puzzle_639_tl,puzzle_639_tr,puzzle_639_bl,green_rhombus
puzzle_640_tl,puzzle_640_tr,puzzle_640_bl,red_rhombus
puzzle_641_tl,puzzle_641_tr,puzzle_641_bl,blue_rhombus
puzzle_642_tl,puzzle_642_tr,puzzle_642_bl,green_square
puzzle_643_tl,puzzle_643_tr,puzzle_643_bl,blue_circle
puzzle_644_tl,puzzle_644_tr,puzzle_644_bl,red_rhombus
puzzle_645_tl,puzzle_645_tr,puzzle_645_bl,green_rhombus
puzzle_646_tl,puzzle_646_tr,puzzle_646_bl,yellow_circle
puzzle_647_tl,puzzle_647_tr,puzzle_647_bl,blue_square
puzzle_648_tl,puzzle_648_tr,puzzle_648_bl,yellow_circle
puzzle_649_tl,puzzle_649_tr,puzzle_649_bl,red_circle
puzzle_650_tl,puzzle_650_tr,puzzle_650_bl,yellow_triangle
puzzle_651_tl,puzzle_651_tr,puzzle_651_bl,yellow_triangle
puzzle_652_tl,puzzle_652_tr,puzzle_652_bl,yellow_square
puzzle_653_tl,puzzle_653_tr,puzzle_653_bl,yellow_triangle
puzzle_654_tl,puzzle_654_tr,puzzle_654_bl,yellow_triangle
puzzle_655_tl,puzzle_655_tr,puzzle_655_bl,green_square
puzzle_656_tl,puzzle_656_tr,puzzle_656_bl,yellow_rhombus
puzzle_657_tl,puzzle_657_tr,puzzle_657_bl,green_triangle
puzzle_658_tl,puzzle_658_tr,puzzle_658_bl,blue_triangle
puzzle_659_tl,puzzle_659_tr,puzzle_659_bl,red_square
puzzle_660_tl,puzzle_660_tr,puzzle_660_bl,yellow_circle
puzzle_661_tl,puzzle_661_tr,puzzle_661_bl,green_triangle
puzzle_662_tl,puzzle_662_tr,puzzle_662_bl,blue_circle
puzzle_663_tl,puzzle_663_tr,puzzle_663_bl,red_rhombus
puzzle_664_tl,puzzle_664_tr,puzzle_664_bl,green_triangle
puzzle_665_tl,puzzle_665_tr,puzzle_665_bl,yellow_square
puzzle_666_tl,puzzle_666_tr,puzzle_666_bl,red_rhombus
puzzle_667_tl,puzzle_667_tr,puzzle_667_bl,green_triangle
puzzle_668_tl,puzzle_668_tr,puzzle_668_bl,yellow_circle
puzzle_669_tl,puzzle_669_tr,puzzle_669_bl,red_square
puzzle_670_tl,puzzle_670_tr,puzzle_670_bl,blue_triangle
puzzle_671_tl,puzzle_671_tr,puzzle_671_bl,red_square
puzzle_672_tl,puzzle_672_tr,puzzle_672_bl,green_rhombus
puzzle_673_tl,puzzle_673_tr,puzzle_673_bl,yellow_triangle
puzzle_674_tl,puzzle_674_tr,puzzle_674_bl,yellow_rhombus
puzzle_675_tl,puzzle_675_tr,puzzle_675_bl,blue_circle
puzzle_676_tl,puzzle_676_tr,puzzle_676_bl,red_square
puzzle_677_tl,puzzle_677_tr,puzzle_677_bl,yellow_rhombus
puzzle_678_tl,puzzle_678_tr,puzzle_678_bl,red_rhombus
puzzle_679_tl,puzzle_679_tr,puzzle_679_bl,yellow_circle
puzzle_680_tl,puzzle_680_tr,puzzle_680_bl,green_triangle
puzzle_681_tl,puzzle_681_tr,puzzle_681_bl,yellow_triangle
puzzle_682_tl,puzzle_682_tr,puzzle_682_bl,blue_circle
puzzle_683_tl,puzzle_683_tr,puzzle_683_bl,blue_square
puzzle_684_tl,puzzle_684_tr,puzzle_684_bl,yellow_circle
puzzle_685_tl,puzzle_685_tr,puzzle_685_bl,red_triangle
puzzle_686_tl,puzzle_686_tr,puzzle_686_bl,red_rhombus
puzzle_687_tl,puzzle_687_tr,puzzle_687_bl,yellow_circle
puzzle_688_tl,puzzle_688_tr,puzzle_688_bl,red_rhombus
puzzle_689_tl,puzzle_689_tr,puzzle_689_bl,yellow_triangle
puzzle_690_tl,puzzle_690_tr,puzzle_690_bl,red_circle
puzzle_691_tl,puzzle_691_tr,puzzle_691_bl,green_circle
puzzle_692_tl,puzzle_692_tr,puzzle_692_bl,green_rhombus
puzzle_693_tl,puzzle_693_tr,puzzle_693_bl,green_triangle
puzzle_694_tl,puzzle_694_tr,puzzle_694_bl,blue_circle
puzzle_695_tl,puzzle_695_tr,puzzle_695_bl,green_triangle
puzzle_696_tl,puzzle_696_tr,puzzle_696_bl,red_circle
puzzle_697_tl,puzzle_697_tr,puzzle_697_bl,green_triangle
puzzle_698_tl,puzzle_698_tr,puzzle_698_bl,blue_square
puzzle_699_tl,puzzle_699_tr,puzzle_699_bl,yellow_square
puzzle_700_tl,puzzle_700_tr,puzzle_700_bl,red_triangle
puzzle_701_tl,puzzle_701_tr,puzzle_701_bl,blue_rhombus
puzzle_702_tl,puzzle_702_tr,puzzle_702_bl,red_square
puzzle_703_tl,puzzle_703_tr,puzzle_703_bl,red_circle
puzzle_704_tl,puzzle_704_tr,puzzle_704_bl,green_circle
puzzle_705_tl,puzzle_705_tr,puzzle_705_bl,yellow_triangle
puzzle_706_tl,puzzle_706_tr,puzzle_706_bl,blue_rhombus
puzzle_707_tl,puzzle_707_tr,puzzle_707_bl,blue_triangle
puzzle_708_tl,puzzle_708_tr,puzzle_708_bl,yellow_circle
puzzle_709_tl,puzzle_709_tr,puzzle_709_bl,red_circle
puzzle_710_tl,puzzle_710_tr,puzzle_710_bl,blue_triangle
puzzle_711_tl,puzzle_711_tr,puzzle_711_bl,green_rhombus
puzzle_712_tl,puzzle_712_tr,puzzle_712_bl,green_circle
puzzle_713_tl,puzzle_713_tr,puzzle_713_bl,blue_square
puzzle_714_tl,puzzle_714_tr,puzzle_714_bl,blue_circle
puzzle_715_tl,puzzle_715_tr,puzzle_715_bl,green_circle
puzzle_716_tl,puzzle_716_tr,puzzle_716_bl,blue_rhombus
puzzle_717_tl,puzzle_717_tr,puzzle_717_bl,green_square
puzzle_718_tl,puzzle_718_tr,puzzle_718_bl,yellow_square
puzzle_719_tl,puzzle_719_tr,puzzle_719_bl,blue_square
puzzle_720_tl,puzzle_720_tr,puzzle_720_bl,green_rhombus
puzzle_721_tl,puzzle_721_tr,puzzle_721_bl,yellow_circle
puzzle_722_tl,puzzle_722_tr,puzzle_722_bl,green_rhombus
puzzle_723_tl,puzzle_723_tr,puzzle_723_bl,green_square
puzzle_724_tl,puzzle_724_tr,puzzle_724_bl,green_circle
puzzle_725_tl,puzzle_725_tr,puzzle_725_bl,green_rhombus
puzzle_726_tl,puzzle_726_tr,puzzle_726_bl,blue_triangle
puzzle_727_tl,puzzle_727_tr,puzzle_727_bl,blue_circle
puzzle_728_tl,puzzle_728_tr,puzzle_728_bl,yellow_square
puzzle_729_tl,puzzle_729_tr,puzzle_729_bl,blue_square
puzzle_730_tl,puzzle_730_tr,puzzle_730_bl,blue_rhombus
puzzle_731_tl,puzzle_731_tr,puzzle_731_bl,blue_circle
puzzle_732_tl,puzzle_732_tr,puzzle_732_bl,blue_square
puzzle_733_tl,puzzle_733_tr,puzzle_733_bl,blue_circle
puzzle_734_tl,puzzle_734_tr,puzzle_734_bl,red_square
puzzle_735_tl,puzzle_735_tr,puzzle_735_bl,yellow_triangle
puzzle_736_tl,puzzle_736_tr,puzzle_736_bl,red_triangle
puzzle_737_tl,puzzle_737_tr,puzzle_737_bl,yellow_rhombus
puzzle_738_tl,puzzle_738_tr,puzzle_738_bl,yellow_circle
puzzle_739_tl,puzzle_739_tr,puzzle_739_bl,green_square
puzzle_740_tl,puzzle_740_tr,puzzle_740_bl,yellow_circle
puzzle_741_tl,puzzle_741_tr,puzzle_741_bl,blue_rhombus
puzzle_742_tl,puzzle_742_tr,puzzle_742_bl,green_circle
puzzle_743_tl,puzzle_743_tr,puzzle_743_bl,red_square
puzzle_744_tl,puzzle_744_tr,puzzle_744_bl,yellow_circle
puzzle_745_tl,puzzle_745_tr,puzzle_745_bl,green_rhombus
puzzle_746_tl,puzzle_746_tr,puzzle_746_bl,yellow_triangle
puzzle_747_tl,puzzle_747_tr,puzzle_747_bl,yellow_rhombus
puzzle_748_tl,puzzle_748_tr,puzzle_748_bl,blue_circle
puzzle_749_tl,puzzle_749_tr,puzzle_749_bl,green_circle
puzzle_750_tl,puzzle_750_tr,puzzle_750_bl,green_circle
puzzle_751_tl,puzzle_751_tr,puzzle_751_bl,blue_triangle
puzzle_752_tl,puzzle_752_tr,puzzle_752_bl,yellow_triangle
puzzle_753_tl,puzzle_753_tr,puzzle_753_bl,blue_square
puzzle_754_tl,puzzle_754_tr,puzzle_754_bl,blue_circle
puzzle_755_tl,puzzle_755_tr,puzzle_755_bl,yellow_rhombus
puzzle_756_tl,puzzle_756_tr,puzzle_756_bl,yellow_square
puzzle_757_tl,puzzle_757_tr,puzzle_757_bl,blue_circle
puzzle_758_tl,puzzle_758_tr,puzzle_758_bl,blue_square
puzzle_759_tl,puzzle_759_tr,puzzle_759_bl,blue_square
puzzle_760_tl,puzzle_760_tr,puzzle_760_bl,blue_square
puzzle_761_tl,puzzle_761_tr,puzzle_761_bl,red_rhombus
puzzle_762_tl,puzzle_762_tr,puzzle_762_bl,blue_square
puzzle_763_tl,puzzle_763_tr,puzzle_763_bl,green_square
puzzle_764_tl,puzzle_764_tr,puzzle_764_bl,blue_circle
puzzle_765_tl,puzzle_765_tr,puzzle_765_bl,red_square
puzzle_766_tl,puzzle_766_tr,puzzle_766_bl,red_square
puzzle_767_tl,puzzle_767_tr,puzzle_767_bl,red_triangle
puzzle_768_tl,puzzle_768_tr,puzzle_768_bl,yellow_rhombus
puzzle_769_tl,puzzle_769_tr,puzzle_769_bl,yellow_rhombus
