top_left,top_right,bottom_left,colour
puzzle_421_tl,puzzle_421_tr,puzzle_421_bl,yellow
puzzle_422_tl,puzzle_422_tr,puzzle_422_bl,green
puzzle_423_tl,puzzle_423_tr,puzzle_423_bl,red
puzzle_424_tl,puzzle_424_tr,puzzle_424_bl,red
puzzle_425_tl,puzzle_425_tr,puzzle_425_bl,magenta
puzzle_426_tl,puzzle_426_tr,puzzle_426_bl,magenta
puzzle_427_tl,puzzle_427_tr,puzzle_427_bl,green
puzzle_428_tl,puzzle_428_tr,puzzle_428_bl,red
puzzle_429_tl,puzzle_429_tr,puzzle_429_bl,yellow
puzzle_430_tl,puzzle_430_tr,puzzle_430_bl,red
puzzle_431_tl,puzzle_431_tr,puzzle_431_bl,green
puzzle_432_tl,puzzle_432_tr,puzzle_432_bl,red
puzzle_433_tl,puzzle_433_tr,puzzle_433_bl,magenta
puzzle_434_tl,puzzle_434_tr,puzzle_434_bl,magenta
puzzle_435_tl,puzzle_435_tr,puzzle_435_bl,green
puzzle_436_tl,puzzle_436_tr,puzzle_436_bl,yellow
puzzle_437_tl,puzzle_437_tr,puzzle_437_bl,blue
puzzle_438_tl,puzzle_438_tr,puzzle_438_bl,yellow
puzzle_439_tl,puzzle_439_tr,puzzle_439_bl,green
puzzle_440_tl,puzzle_440_tr,puzzle_440_bl,red
puzzle_441_tl,puzzle_441_tr,puzzle_441_bl,red
puzzle_442_tl,puzzle_442_tr,puzzle_442_bl,magenta
puzzle_443_tl,puzzle_443_tr,puzzle_443_bl,cyan
puzzle_444_tl,puzzle_444_tr,puzzle_444_bl,blue
puzzle_445_tl,puzzle_445_tr,puzzle_445_bl,yellow
puzzle_446_tl,puzzle_446_tr,puzzle_446_bl,magenta
puzzle_447_tl,puzzle_447_tr,puzzle_447_bl,cyan
puzzle_448_tl,puzzle_448_tr,puzzle_448_bl,magenta
puzzle_449_tl,puzzle_449_tr,puzzle_449_bl,red
puzzle_450_tl,puzzle_450_tr,puzzle_450_bl,magenta
puzzle_451_tl,puzzle_451_tr,puzzle_451_bl,yellow
puzzle_452_tl,puzzle_452_tr,puzzle_452_bl,blue
puzzle_453_tl,puzzle_453_tr,puzzle_453_bl,yellow
puzzle_454_tl,puzzle_454_tr,puzzle_454_bl,magenta
puzzle_455_tl,puzzle_455_tr,puzzle_455_bl,green
puzzle_456_tl,puzzle_456_tr,puzzle_456_bl,magenta
puzzle_457_tl,puzzle_457_tr,puzzle_457_bl,blue
puzzle_458_tl,puzzle_458_tr,puzzle_458_bl,cyan
puzzle_459_tl,puzzle_459_tr,puzzle_459_bl,cyan
puzzle_460_tl,puzzle_460_tr,puzzle_460_bl,red
puzzle_461_tl,puzzle_461_tr,puzzle_461_bl,magenta
puzzle_462_tl,puzzle_462_tr,puzzle_462_bl,yellow
puzzle_463_tl,puzzle_463_tr,puzzle_463_bl,red
puzzle_464_tl,puzzle_464_tr,puzzle_464_bl,blue
puzzle_465_tl,puzzle_465_tr,puzzle_465_bl,cyan
puzzle_466_tl,puzzle_466_tr,puzzle_466_bl,red
puzzle_467_tl,puzzle_467_tr,puzzle_467_bl,cyan
puzzle_468_tl,puzzle_468_tr,puzzle_468_bl,magenta
puzzle_469_tl,puzzle_469_tr,puzzle_469_bl,magenta
puzzle_470_tl,puzzle_470_tr,puzzle_470_bl,cyan
puzzle_471_tl,puzzle_471_tr,puzzle_471_bl,red
puzzle_472_tl,puzzle_472_tr,puzzle_472_bl,cyan
puzzle_473_tl,puzzle_473_tr,puzzle_473_bl,red
puzzle_474_tl,puzzle_474_tr,puzzle_474_bl,blue
puzzle_475_tl,puzzle_475_tr,puzzle_475_bl,yellow
puzzle_476_tl,puzzle_476_tr,puzzle_476_bl,yellow
puzzle_477_tl,puzzle_477_tr,puzzle_477_bl,magenta
puzzle_478_tl,puzzle_478_tr,puzzle_478_bl,green
puzzle_479_tl,puzzle_479_tr,puzzle_479_bl,green
puzzle_480_tl,puzzle_480_tr,puzzle_480_bl,magenta
puzzle_481_tl,puzzle_481_tr,puzzle_481_bl,magenta
puzzle_482_tl,puzzle_482_tr,puzzle_482_bl,magenta
puzzle_483_tl,puzzle_483_tr,puzzle_483_bl,magenta
puzzle_484_tl,puzzle_484_tr,puzzle_484_bl,magenta
puzzle_485_tl,puzzle_485_tr,puzzle_485_bl,red
puzzle_486_tl,puzzle_486_tr,puzzle_486_bl,green
puzzle_487_tl,puzzle_487_tr,puzzle_487_bl,magenta
puzzle_488_tl,puzzle_488_tr,puzzle_488_bl,red
puzzle_489_tl,puzzle_489_tr,puzzle_489_bl,magenta
puzzle_490_tl,puzzle_490_tr,puzzle_490_bl,cyan
puzzle_491_tl,puzzle_491_tr,puzzle_491_bl,green
puzzle_492_tl,puzzle_492_tr,puzzle_492_bl,red
puzzle_493_tl,puzzle_493_tr,puzzle_493_bl,magenta
puzzle_494_tl,puzzle_494_tr,puzzle_494_bl,yellow
puzzle_495_tl,puzzle_495_tr,puzzle_495_bl,cyan
puzzle_496_tl,puzzle_496_tr,puzzle_496_bl,magenta
puzzle_497_tl,puzzle_497_tr,puzzle_497_bl,cyan
puzzle_498_tl,puzzle_498_tr,puzzle_498_bl,green
puzzle_499_tl,puzzle_499_tr,puzzle_499_bl,blue
puzzle_500_tl,puzzle_500_tr,puzzle_500_bl,magenta
puzzle_501_tl,puzzle_501_tr,puzzle_501_bl,cyan
puzzle_502_tl,puzzle_502_tr,puzzle_502_bl,yellow
puzzle_503_tl,puzzle_503_tr,puzzle_503_bl,red
puzzle_504_tl,puzzle_504_tr,puzzle_504_bl,yellow
puzzle_505_tl,puzzle_505_tr,puzzle_505_bl,magenta
puzzle_506_tl,puzzle_506_tr,puzzle_506_bl,yellow
puzzle_507_tl,puzzle_507_tr,puzzle_507_bl,green
puzzle_508_tl,puzzle_508_tr,puzzle_508_bl,red
puzzle_509_tl,puzzle_509_tr,puzzle_509_bl,cyan
puzzle_510_tl,puzzle_510_tr,puzzle_510_bl,blue
puzzle_511_tl,puzzle_511_tr,puzzle_511_bl,green
puzzle_512_tl,puzzle_512_tr,puzzle_512_bl,yellow
puzzle_513_tl,puzzle_513_tr,puzzle_513_bl,red
puzzle_514_tl,puzzle_514_tr,puzzle_514_bl,yellow
puzzle_515_tl,puzzle_515_tr,puzzle_515_bl,green
puzzle_516_tl,puzzle_516_tr,puzzle_516_bl,green
puzzle_517_tl,puzzle_517_tr,puzzle_517_bl,red
puzzle_518_tl,puzzle_518_tr,puzzle_518_bl,magenta
puzzle_519_tl,puzzle_519_tr,puzzle_519_bl,green
puzzle_520_tl,puzzle_520_tr,puzzle_520_bl,red
puzzle_521_tl,puzzle_521_tr,puzzle_521_bl,green
puzzle_522_tl,puzzle_522_tr,puzzle_522_bl,magenta
puzzle_523_tl,puzzle_523_tr,puzzle_523_bl,yellow
puzzle_524_tl,puzzle_524_tr,puzzle_524_bl,yellow
puzzle_525_tl,puzzle_525_tr,puzzle_525_bl,green
puzzle_526_tl,puzzle_526_tr,puzzle_526_bl,cyan
puzzle_527_tl,puzzle_527_tr,puzzle_527_bl,blue
puzzle_528_tl,puzzle_528_tr,puzzle_528_bl,red
puzzle_529_tl,puzzle_529_tr,puzzle_529_bl,cyan
puzzle_530_tl,puzzle_530_tr,puzzle_530_bl,green
puzzle_531_tl,puzzle_531_tr,puzzle_531_bl,yellow
puzzle_532_tl,puzzle_532_tr,puzzle_532_bl,blue
puzzle_533_tl,puzzle_533_tr,puzzle_533_bl,magenta
puzzle_534_tl,puzzle_534_tr,puzzle_534_bl,yellow
puzzle_535_tl,puzzle_535_tr,puzzle_535_bl,magenta
puzzle_536_tl,puzzle_536_tr,puzzle_536_bl,green
puzzle_537_tl,puzzle_537_tr,puzzle_537_bl,green
puzzle_538_tl,puzzle_538_tr,puzzle_538_bl,red
puzzle_539_tl,puzzle_539_tr,puzzle_539_bl,green
puzzle_540_tl,puzzle_540_tr,puzzle_540_bl,green
puzzle_541_tl,puzzle_541_tr,puzzle_541_bl,magenta
puzzle_542_tl,puzzle_542_tr,puzzle_542_bl,blue
puzzle_543_tl,puzzle_543_tr,puzzle_543_bl,yellow
puzzle_544_tl,puzzle_544_tr,puzzle_544_bl,cyan
puzzle_545_tl,puzzle_545_tr,puzzle_545_bl,yellow
puzzle_546_tl,puzzle_546_tr,puzzle_546_bl,red
puzzle_547_tl,puzzle_547_tr,puzzle_547_bl,green
puzzle_548_tl,puzzle_548_tr,puzzle_548_bl,green
puzzle_549_tl,puzzle_549_tr,puzzle_549_bl,cyan
puzzle_550_tl,puzzle_550_tr,puzzle_550_bl,blue
puzzle_551_tl,puzzle_551_tr,puzzle_551_bl,blue
puzzle_552_tl,puzzle_552_tr,puzzle_552_bl,yellow
puzzle_553_tl,puzzle_553_tr,puzzle_553_bl,magenta
puzzle_554_tl,puzzle_554_tr,puzzle_554_bl,red
puzzle_555_tl,puzzle_555_tr,puzzle_555_bl,yellow
puzzle_556_tl,puzzle_556_tr,puzzle_556_bl,yellow
puzzle_557_tl,puzzle_557_tr,puzzle_557_bl,blue
puzzle_558_tl,puzzle_558_tr,puzzle_558_bl,cyan
puzzle_559_tl,puzzle_559_tr,puzzle_559_bl,green
puzzle_560_tl,puzzle_560_tr,puzzle_560_bl,green
puzzle_561_tl,puzzle_561_tr,puzzle_561_bl,green
puzzle_562_tl,puzzle_562_tr,puzzle_562_bl,blue
puzzle_563_tl,puzzle_563_tr,puzzle_563_bl,magenta
puzzle_564_tl,puzzle_564_tr,puzzle_564_bl,blue
puzzle_565_tl,puzzle_565_tr,puzzle_565_bl,yellow
puzzle_566_tl,puzzle_566_tr,puzzle_566_bl,red
puzzle_567_tl,puzzle_567_tr,puzzle_567_bl,cyan
puzzle_568_tl,puzzle_568_tr,puzzle_568_bl,blue
puzzle_569_tl,puzzle_569_tr,puzzle_569_bl,blue
puzzle_570_tl,puzzle_570_tr,puzzle_570_bl,green
puzzle_571_tl,puzzle_571_tr,puzzle_571_bl,cyan
puzzle_572_tl,puzzle_572_tr,puzzle_572_bl,magenta
puzzle_573_tl,puzzle_573_tr,puzzle_573_bl,red
puzzle_574_tl,puzzle_574_tr,puzzle_574_bl,red
puzzle_575_tl,puzzle_575_tr,puzzle_575_bl,cyan
puzzle_576_tl,puzzle_576_tr,puzzle_576_bl,magenta
puzzle_577_tl,puzzle_577_tr,puzzle_577_bl,blue
puzzle_578_tl,puzzle_578_tr,puzzle_578_bl,red
puzzle_579_tl,puzzle_579_tr,puzzle_579_bl,blue
puzzle_580_tl,puzzle_580_tr,puzzle_580_bl,red
puzzle_581_tl,puzzle_581_tr,puzzle_581_bl,magenta
puzzle_582_tl,puzzle_582_tr,puzzle_582_bl,magenta
puzzle_583_tl,puzzle_583_tr,puzzle_583_bl,yellow
puzzle_584_tl,puzzle_584_tr,puzzle_584_bl,yellow
puzzle_585_tl,puzzle_585_tr,puzzle_585_bl,blue
puzzle_586_tl,puzzle_586_tr,puzzle_586_bl,red
puzzle_587_tl,puzzle_587_tr,puzzle_587_bl,green
puzzle_588_tl,puzzle_588_tr,puzzle_588_bl,cyan
puzzle_589_tl,puzzle_589_tr,puzzle_589_bl,blue
puzzle_590_tl,puzzle_590_tr,puzzle_590_bl,green
puzzle_591_tl,puzzle_591_tr,puzzle_591_bl,green
puzzle_592_tl,puzzle_592_tr,puzzle_592_bl,blue
puzzle_593_tl,puzzle_593_tr,puzzle_593_bl,red
puzzle_594_tl,puzzle_594_tr,puzzle_594_bl,blue
puzzle_595_tl,puzzle_595_tr,puzzle_595_bl,cyan
puzzle_596_tl,puzzle_596_tr,puzzle_596_bl,green
puzzle_597_tl,puzzle_597_tr,puzzle_597_bl,magenta
puzzle_598_tl,puzzle_598_tr,puzzle_598_bl,red
puzzle_599_tl,puzzle_599_tr,puzzle_599_bl,magenta
puzzle_600_tl,puzzle_600_tr,puzzle_600_bl,red
puzzle_601_tl,puzzle_601_tr,puzzle_601_bl,cyan
puzzle_602_tl,puzzle_602_tr,puzzle_602_bl,yellow
puzzle_603_tl,puzzle_603_tr,puzzle_603_bl,cyan
puzzle_604_tl,puzzle_604_tr,puzzle_604_bl,blue
puzzle_605_tl,puzzle_605_tr,puzzle_605_bl,red
puzzle_606_tl,puzzle_606_tr,puzzle_606_bl,red
puzzle_607_tl,puzzle_607_tr,puzzle_607_bl,cyan
puzzle_608_tl,puzzle_608_tr,puzzle_608_bl,red
puzzle_609_tl,puzzle_609_tr,puzzle_609_bl,red
puzzle_610_tl,puzzle_610_tr,puzzle_610_bl,magenta
puzzle_611_tl,puzzle_611_tr,puzzle_611_bl,cyan
puzzle_612_tl,puzzle_612_tr,puzzle_612_bl,blue
puzzle_613_tl,puzzle_613_tr,puzzle_613_bl,magenta
puzzle_614_tl,puzzle_614_tr,puzzle_614_bl,cyan
puzzle_615_tl,puzzle_615_tr,puzzle_615_bl,red
puzzle_616_tl,puzzle_616_tr,puzzle_616_bl,green
puzzle_617_tl,puzzle_617_tr,puzzle_617_bl,magenta
puzzle_618_tl,puzzle_618_tr,puzzle_618_bl,cyan
puzzle_619_tl,puzzle_619_tr,puzzle_619_bl,red
puzzle_620_tl,puzzle_620_tr,puzzle_620_bl,blue
puzzle_621_tl,puzzle_621_tr,puzzle_621_bl,magenta
puzzle_622_tl,puzzle_622_tr,puzzle_622_bl,yellow
puzzle_623_tl,puzzle_623_tr,puzzle_623_bl,cyan
puzzle_624_tl,puzzle_624_tr,puzzle_624_bl,cyan
puzzle_625_tl,puzzle_625_tr,puzzle_625_bl,green
puzzle_626_tl,puzzle_626_tr,puzzle_626_bl,magenta
puzzle_627_tl,puzzle_627_tr,puzzle_627_bl,yellow
puzzle_628_tl,puzzle_628_tr,puzzle_628_bl,cyan
puzzle_629_tl,puzzle_629_tr,puzzle_629_bl,yellow
puzzle_630_tl,puzzle_630_tr,puzzle_630_bl,red
puzzle_631_tl,puzzle_631_tr,puzzle_631_bl,blue
puzzle_632_tl,puzzle_632_tr,puzzle_632_bl,red
puzzle_633_tl,puzzle_633_tr,puzzle_633_bl,cyan
puzzle_634_tl,puzzle_634_tr,puzzle_634_bl,blue
puzzle_635_tl,puzzle_635_tr,puzzle_635_bl,magenta
puzzle_636_tl,puzzle_636_tr,puzzle_636_bl,cyan
puzzle_637_tl,puzzle_637_tr,puzzle_637_bl,magenta
puzzle_638_tl,puzzle_638_tr,puzzle_638_bl,magenta
puzzle_639_tl,puzzle_639_tr,puzzle_639_bl,green
puzzle_640_tl,puzzle_640_tr,puzzle_640_bl,green
puzzle_641_tl,puzzle_641_tr,puzzle_641_bl,cyan
puzzle_642_tl,puzzle_642_tr,puzzle_642_bl,magenta
puzzle_643_tl,puzzle_643_tr,puzzle_643_bl,cyan
puzzle_644_tl,puzzle_644_tr,puzzle_644_bl,blue
puzzle_645_tl,puzzle_645_tr,puzzle_645_bl,red
puzzle_646_tl,puzzle_646_tr,puzzle_646_bl,blue
puzzle_647_tl,puzzle_647_tr,puzzle_647_bl,green
puzzle_648_tl,puzzle_648_tr,puzzle_648_bl,blue
puzzle_649_tl,puzzle_649_tr,puzzle_649_bl,cyan
puzzle_650_tl,puzzle_650_tr,puzzle_650_bl,red
puzzle_651_tl,puzzle_651_tr,puzzle_651_bl,magenta
puzzle_652_tl,puzzle_652_tr,puzzle_652_bl,red
puzzle_653_tl,puzzle_653_tr,puzzle_653_bl,yellow
puzzle_654_tl,puzzle_654_tr,puzzle_654_bl,red
puzzle_655_tl,puzzle_655_tr,puzzle_655_bl,blue
puzzle_656_tl,puzzle_656_tr,puzzle_656_bl,blue
puzzle_657_tl,puzzle_657_tr,puzzle_657_bl,yellow
puzzle_658_tl,puzzle_658_tr,puzzle_658_bl,yellow
puzzle_659_tl,puzzle_659_tr,puzzle_659_bl,blue
puzzle_660_tl,puzzle_660_tr,puzzle_660_bl,blue
puzzle_661_tl,puzzle_661_tr,puzzle_661_bl,green
puzzle_662_tl,puzzle_662_tr,puzzle_662_bl,green
puzzle_663_tl,puzzle_663_tr,puzzle_663_bl,green
puzzle_664_tl,puzzle_664_tr,puzzle_664_bl,blue
puzzle_665_tl,puzzle_665_tr,puzzle_665_bl,red
puzzle_666_tl,puzzle_666_tr,puzzle_666_bl,yellow
puzzle_667_tl,puzzle_667_tr,puzzle_667_bl,cyan
puzzle_668_tl,puzzle_668_tr,puzzle_668_bl,red
puzzle_669_tl,puzzle_669_tr,puzzle_669_bl,red
puzzle_670_tl,puzzle_670_tr,puzzle_670_bl,blue
puzzle_671_tl,puzzle_671_tr,puzzle_671_bl,red
puzzle_672_tl,puzzle_672_tr,puzzle_672_bl,yellow
puzzle_673_tl,puzzle_673_tr,puzzle_673_bl,red
puzzle_674_tl,puzzle_674_tr,puzzle_674_bl,cyan
puzzle_675_tl,puzzle_675_tr,puzzle_675_bl,magenta
puzzle_676_tl,puzzle_676_tr,puzzle_676_bl,yellow
puzzle_677_tl,puzzle_677_tr,puzzle_677_bl,yellow
puzzle_678_tl,puzzle_678_tr,puzzle_678_bl,blue
puzzle_679_tl,puzzle_679_tr,puzzle_679_bl,green
puzzle_680_tl,puzzle_680_tr,puzzle_680_bl,cyan
puzzle_681_tl,puzzle_681_tr,puzzle_681_bl,green
puzzle_682_tl,puzzle_682_tr,puzzle_682_bl,yellow
puzzle_683_tl,puzzle_683_tr,puzzle_683_bl,green
puzzle_684_tl,puzzle_684_tr,puzzle_684_bl,yellow
puzzle_685_tl,puzzle_685_tr,puzzle_685_bl,cyan
puzzle_686_tl,puzzle_686_tr,puzzle_686_bl,blue
puzzle_687_tl,puzzle_687_tr,puzzle_687_bl,red
puzzle_688_tl,puzzle_688_tr,puzzle_688_bl,cyan
puzzle_689_tl,puzzle_689_tr,puzzle_689_bl,red
puzzle_690_tl,puzzle_690_tr,puzzle_690_bl,magenta
puzzle_691_tl,puzzle_691_tr,puzzle_691_bl,cyan
puzzle_692_tl,puzzle_692_tr,puzzle_692_bl,magenta
puzzle_693_tl,puzzle_693_tr,puzzle_693_bl,blue
puzzle_694_tl,puzzle_694_tr,puzzle_694_bl,yellow
puzzle_695_tl,puzzle_695_tr,puzzle_695_bl,magenta
puzzle_696_tl,puzzle_696_tr,puzzle_696_bl,magenta
puzzle_697_tl,puzzle_697_tr,puzzle_697_bl,green
puzzle_698_tl,puzzle_698_tr,puzzle_698_bl,green
puzzle_699_tl,puzzle_699_tr,puzzle_699_bl,blue
puzzle_700_tl,puzzle_700_tr,puzzle_700_bl,red
puzzle_701_tl,puzzle_701_tr,puzzle_701_bl,red
puzzle_702_tl,puzzle_702_tr,puzzle_702_bl,green
puzzle_703_tl,puzzle_703_tr,puzzle_703_bl,green
puzzle_704_tl,puzzle_704_tr,puzzle_704_bl,green
puzzle_705_tl,puzzle_705_tr,puzzle_705_bl,red
puzzle_706_tl,puzzle_706_tr,puzzle_706_bl,yellow
puzzle_707_tl,puzzle_707_tr,puzzle_707_bl,blue
puzzle_708_tl,puzzle_708_tr,puzzle_708_bl,magenta
puzzle_709_tl,puzzle_709_tr,puzzle_709_bl,red
puzzle_710_tl,puzzle_710_tr,puzzle_710_bl,green
puzzle_711_tl,puzzle_711_tr,puzzle_711_bl,blue
puzzle_712_tl,puzzle_712_tr,puzzle_712_bl,yellow
puzzle_713_tl,puzzle_713_tr,puzzle_713_bl,blue
puzzle_714_tl,puzzle_714_tr,puzzle_714_bl,cyan
puzzle_715_tl,puzzle_715_tr,puzzle_715_bl,cyan
puzzle_716_tl,puzzle_716_tr,puzzle_716_bl,yellow
puzzle_717_tl,puzzle_717_tr,puzzle_717_bl,cyan
puzzle_718_tl,puzzle_718_tr,puzzle_718_bl,blue
puzzle_719_tl,puzzle_719_tr,puzzle_719_bl,cyan
puzzle_720_tl,puzzle_720_tr,puzzle_720_bl,cyan
puzzle_721_tl,puzzle_721_tr,puzzle_721_bl,cyan
puzzle_722_tl,puzzle_722_tr,puzzle_722_bl,cyan
puzzle_723_tl,puzzle_723_tr,puzzle_723_bl,cyan
puzzle_724_tl,puzzle_724_tr,puzzle_724_bl,magenta
puzzle_725_tl,puzzle_725_tr,puzzle_725_bl,yellow
puzzle_726_tl,puzzle_726_tr,puzzle_726_bl,blue
puzzle_727_tl,puzzle_727_tr,puzzle_727_bl,blue
puzzle_728_tl,puzzle_728_tr,puzzle_728_bl,cyan
puzzle_729_tl,puzzle_729_tr,puzzle_729_bl,magenta
puzzle_730_tl,puzzle_730_tr,puzzle_730_bl,magenta
puzzle_731_tl,puzzle_731_tr,puzzle_731_bl,green
puzzle_732_tl,puzzle_732_tr,puzzle_732_bl,magenta
puzzle_733_tl,puzzle_733_tr,puzzle_733_bl,red
puzzle_734_tl,puzzle_734_tr,puzzle_734_bl,red
puzzle_735_tl,puzzle_735_tr,puzzle_735_bl,red
puzzle_736_tl,puzzle_736_tr,puzzle_736_bl,magenta
puzzle_737_tl,puzzle_737_tr,puzzle_737_bl,magenta
puzzle_738_tl,puzzle_738_tr,puzzle_738_bl,blue
puzzle_739_tl,puzzle_739_tr,puzzle_739_bl,yellow
puzzle_740_tl,puzzle_740_tr,puzzle_740_bl,magenta
puzzle_741_tl,puzzle_741_tr,puzzle_741_bl,green
puzzle_742_tl,puzzle_742_tr,puzzle_742_bl,red
puzzle_743_tl,puzzle_743_tr,puzzle_743_bl,blue
puzzle_744_tl,puzzle_744_tr,puzzle_744_bl,red
puzzle_745_tl,puzzle_745_tr,puzzle_745_bl,green
puzzle_746_tl,puzzle_746_tr,puzzle_746_bl,yellow
puzzle_747_tl,puzzle_747_tr,puzzle_747_bl,blue
puzzle_748_tl,puzzle_748_tr,puzzle_748_bl,magenta
puzzle_749_tl,puzzle_749_tr,puzzle_749_bl,red
puzzle_750_tl,puzzle_750_tr,puzzle_750_bl,cyan
puzzle_751_tl,puzzle_751_tr,puzzle_751_bl,red
puzzle_752_tl,puzzle_752_tr,puzzle_752_bl,blue
puzzle_753_tl,puzzle_753_tr,puzzle_753_bl,yellow
puzzle_754_tl,puzzle_754_tr,puzzle_754_bl,green
puzzle_755_tl,puzzle_755_tr,puzzle_755_bl,red
puzzle_756_tl,puzzle_756_tr,puzzle_756_bl,red
puzzle_757_tl,puzzle_757_tr,puzzle_757_bl,green
puzzle_758_tl,puzzle_758_tr,puzzle_758_bl,magenta
puzzle_759_tl,puzzle_759_tr,puzzle_759_bl,cyan
puzzle_760_tl,puzzle_760_tr,puzzle_760_bl,green
puzzle_761_tl,puzzle_761_tr,puzzle_761_bl,cyan
puzzle_762_tl,puzzle_762_tr,puzzle_762_bl,cyan
puzzle_763_tl,puzzle_763_tr,puzzle_763_bl,green
puzzle_764_tl,puzzle_764_tr,puzzle_764_bl,blue
puzzle_765_tl,puzzle_765_tr,puzzle_765_bl,cyan
puzzle_766_tl,puzzle_766_tr,puzzle_766_bl,blue
puzzle_767_tl,puzzle_767_tr,puzzle_767_bl,red
puzzle_768_tl,puzzle_768_tr,puzzle_768_bl,yellow
puzzle_769_tl,puzzle_769_tr,puzzle_769_bl,blue
puzzle_770_tl,puzzle_770_tr,puzzle_770_bl,yellow
puzzle_771_tl,puzzle_771_tr,puzzle_771_bl,blue
puzzle_772_tl,puzzle_772_tr,puzzle_772_bl,magenta
puzzle_773_tl,puzzle_773_tr,puzzle_773_bl,cyan
puzzle_774_tl,puzzle_774_tr,puzzle_774_bl,green
puzzle_775_tl,puzzle_775_tr,puzzle_775_bl,yellow
puzzle_776_tl,puzzle_776_tr,puzzle_776_bl,magenta
puzzle_777_tl,puzzle_777_tr,puzzle_777_bl,magenta
puzzle_778_tl,puzzle_778_tr,puzzle_778_bl,red
puzzle_779_tl,puzzle_779_tr,puzzle_779_bl,blue
puzzle_780_tl,puzzle_780_tr,puzzle_780_bl,blue
puzzle_781_tl,puzzle_781_tr,puzzle_781_bl,red
puzzle_782_tl,puzzle_782_tr,puzzle_782_bl,cyan
puzzle_783_tl,puzzle_783_tr,puzzle_783_bl,green
puzzle_784_tl,puzzle_784_tr,puzzle_784_bl,yellow
puzzle_785_tl,puzzle_785_tr,puzzle_785_bl,blue
puzzle_786_tl,puzzle_786_tr,puzzle_786_bl,cyan
puzzle_787_tl,puzzle_787_tr,puzzle_787_bl,red
puzzle_788_tl,puzzle_788_tr,puzzle_788_bl,blue
puzzle_789_tl,puzzle_789_tr,puzzle_789_bl,yellow
puzzle_790_tl,puzzle_790_tr,puzzle_790_bl,magenta
puzzle_791_tl,puzzle_791_tr,puzzle_791_bl,green
puzzle_792_tl,puzzle_792_tr,puzzle_792_bl,cyan
puzzle_793_tl,puzzle_793_tr,puzzle_793_bl,blue
puzzle_794_tl,puzzle_794_tr,puzzle_794_bl,green
puzzle_795_tl,puzzle_795_tr,puzzle_795_bl,green
puzzle_796_tl,puzzle_796_tr,puzzle_796_bl,magenta
puzzle_797_tl,puzzle_797_tr,puzzle_797_bl,cyan
puzzle_798_tl,puzzle_798_tr,puzzle_798_bl,yellow
puzzle_799_tl,puzzle_799_tr,puzzle_799_bl,green
